TT=1166, DOSE=0.5

N=1
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.04617592821e-07,1.3239988731e-07
2,2011-04-19 10:00:00,8.6275695439e-07,7.86979653763e-07
3,2011-04-19 10:00:00,2.17813120577e-06,2.05450895037e-06
4,2011-04-19 10:00:00,1.61748531391e-06,1.64654666176e-06
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,3.82585717942e-07,3.50592596667e-07
2,2011-04-19 10:00:00,1.53850839842e-06,1.9981962977e-06
3,2011-04-19 10:00:00,2.31993270124e-06,8.59931022257e-07
4,2011-04-19 10:00:00,3.71831064676e-07,4.20253434873e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,7.97626295682e-07,8.35673093551e-07
2,2011-04-19 10:00:00,1.75713329506e-06,2.54706998474e-06
3,2011-04-19 10:00:00,2.02946396632e-06,1.28496288795e-06
4,2011-04-19 10:00:00,9.46988947248e-07,7.70519617741e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.24336990344e-07,1.34982933956e-07
2,2011-04-19 10:00:00,9.72360995569e-07,9.7518911905e-07
3,2011-04-19 10:00:00,3.47233963895e-06,2.01432128291e-06
4,2011-04-19 10:00:00,6.86419385398e-07,8.04208817818e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,6.39382720225e-07,3.69718574723e-07
2,2011-04-19 10:00:00,4.6604157128e-07,5.99682748856e-07
3,2011-04-19 10:00:00,1.96077654384e-06,1.0134934505e-06
4,2011-04-19 10:00:00,9.90676772242e-07,7.41026522432e-07

N=3
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,2.04344103587e-07,3.47468849494e-07
2,2011-04-19 10:00:00,1.18693991317e-06,9.63016880911e-07
3,2011-04-19 10:00:00,2.43960106262e-06,1.98504438212e-06
4,2011-04-19 10:00:00,9.46985008567e-07,7.67362728067e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,3.74123943432e-07,4.56686235057e-07
2,2011-04-19 10:00:00,1.26526821084e-06,1.65304709651e-06
3,2011-04-19 10:00:00,1.71600412752e-06,1.33167294174e-06
4,2011-04-19 10:00:00,6.74748333178e-07,5.25439523323e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.19499639826e-07,1.92042507137e-07
2,2011-04-19 10:00:00,1.26276047464e-06,1.38616693046e-06
3,2011-04-19 10:00:00,2.90320927845e-06,1.98665523481e-06
4,2011-04-19 10:00:00,4.84033549186e-07,3.69477566218e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,2.04840250682e-07,2.75539094763e-07
2,2011-04-19 10:00:00,1.63205381615e-06,1.8014428141e-06
3,2011-04-19 10:00:00,2.12773917327e-06,1.83637281015e-06
4,2011-04-19 10:00:00,6.6898321029e-07,6.56965185392e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,3.81069750808e-07,4.60131009801e-07
2,2011-04-19 10:00:00,1.50321325092e-06,1.49763658076e-06
3,2011-04-19 10:00:00,2.02466446493e-06,2.00932341639e-06
4,2011-04-19 10:00:00,1.01707889546e-06,9.34027761388e-07

N=10
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,2.1403429149e-07,2.47130401513e-07
2,2011-04-19 10:00:00,1.41967953244e-06,1.3117699312e-06
3,2011-04-19 10:00:00,2.23839968214e-06,1.8291038866e-06
4,2011-04-19 10:00:00,7.44951823048e-07,6.93343844926e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.38045422697e-07,2.54389196657e-07
2,2011-04-19 10:00:00,1.07213107301e-06,1.147084162e-06
3,2011-04-19 10:00:00,2.64453475691e-06,1.79481225273e-06
4,2011-04-19 10:00:00,5.53474534977e-07,7.48834760039e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.30186765571e-07,2.28312753527e-07
2,2011-04-19 10:00:00,1.23037399213e-06,1.29973932185e-06
3,2011-04-19 10:00:00,2.40543557551e-06,1.95553331238e-06
4,2011-04-19 10:00:00,8.14393874634e-07,1.14748911818e-06
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,5.4112379261e-07,7.45805754568e-07
2,2011-04-19 10:00:00,1.54410291791e-06,1.4846070735e-06
3,2011-04-19 10:00:00,1.88817553153e-06,1.71504728582e-06
4,2011-04-19 10:00:00,6.32779046409e-07,7.44049882444e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.77520208157e-07,3.07034580111e-07
2,2011-04-19 10:00:00,1.47654344891e-06,1.32564191116e-06
3,2011-04-19 10:00:00,2.14836271914e-06,1.78687592785e-06
4,2011-04-19 10:00:00,5.18239342883e-07,4.98672553912e-07

N=20
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.63969987744e-07,2.76035119203e-07
2,2011-04-19 10:00:00,1.33306581951e-06,1.55525086298e-06
3,2011-04-19 10:00:00,2.44776182777e-06,1.77983810641e-06
4,2011-04-19 10:00:00,7.96675157236e-07,1.13790834196e-06
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.50144197546e-07,2.60011827927e-07
2,2011-04-19 10:00:00,1.25106748638e-06,1.24101400178e-06
3,2011-04-19 10:00:00,2.28982957801e-06,1.7445972353e-06
4,2011-04-19 10:00:00,6.4600226081e-07,7.09127544758e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.54391497364e-07,3.51600087924e-07
2,2011-04-19 10:00:00,1.40005077773e-06,1.33439081196e-06
3,2011-04-19 10:00:00,2.20801641527e-06,1.82607749052e-06
4,2011-04-19 10:00:00,7.25873493814e-07,9.67749635445e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,2.36591705502e-07,2.98116665567e-07
2,2011-04-19 10:00:00,1.5428995121e-06,1.58098090711e-06
3,2011-04-19 10:00:00,1.75766332055e-06,1.39421184818e-06
4,2011-04-19 10:00:00,6.5291398375e-07,7.9534577614e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,2.00981981951e-07,3.83463916561e-07
2,2011-04-19 10:00:00,1.20448633538e-06,1.37347314301e-06
3,2011-04-19 10:00:00,2.28434547296e-06,1.81286150015e-06
4,2011-04-19 10:00:00,7.2486679474e-07,9.51381945335e-07

N=30
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,2.04682083964e-07,3.24111067135e-07
2,2011-04-19 10:00:00,1.24508441852e-06,1.38668035871e-06
3,2011-04-19 10:00:00,2.06132640569e-06,1.74415732249e-06
4,2011-04-19 10:00:00,6.64651033751e-07,7.9643074902e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,2.30003926857e-07,3.07366684728e-07
2,2011-04-19 10:00:00,1.41154110577e-06,1.53248678241e-06
3,2011-04-19 10:00:00,2.09948098352e-06,1.75929655768e-06
4,2011-04-19 10:00:00,7.43661042639e-07,7.94930963291e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.74374437166e-07,2.50361607779e-07
2,2011-04-19 10:00:00,1.34512759221e-06,1.46773230169e-06
3,2011-04-19 10:00:00,2.01985302463e-06,1.59305209424e-06
4,2011-04-19 10:00:00,6.21021207846e-07,6.40987444522e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.55065739646e-07,2.52154971098e-07
2,2011-04-19 10:00:00,1.50735893864e-06,1.50068378152e-06
3,2011-04-19 10:00:00,2.11231389399e-06,1.7012765513e-06
4,2011-04-19 10:00:00,6.63460133181e-07,7.05210040833e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,2.42537997256e-07,3.27904944297e-07
2,2011-04-19 10:00:00,1.16369627043e-06,1.19586101705e-06
3,2011-04-19 10:00:00,1.69597436384e-06,1.36624443354e-06
4,2011-04-19 10:00:00,5.14291210977e-07,6.24153862858e-07

N=60
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.86613592607e-07,2.96485312893e-07
2,2011-04-19 10:00:00,1.23582340159e-06,1.37125457795e-06
3,2011-04-19 10:00:00,2.21105072521e-06,1.72115575763e-06
4,2011-04-19 10:00:00,6.30328918957e-07,7.25629015704e-07
ntop_cur,date,surfacic_doses_Epoxiconazole_mean,surfacic_doses_Epoxiconazole_std
1,2011-04-19 10:00:00,1.49599314174e-07,2.53737123965e-07
2,2011-04-19 10:00:00,1.3417342837e-06,1.40556792756e-06
